CVEGEO,NOM_ENT,NOMGEO,pobTptal_2020
"20120",Oaxaca,San Bartolomé Zoogocho,449
"20121",Oaxaca,San Bartolo Soyaltepec,596
"20122",Oaxaca,San Bartolo Yautepec,653
"20123",Oaxaca,San Bernardo Mixtepec,2829
"20124",Oaxaca,San Blas Atempa,19696
"20125",Oaxaca,San Carlos Yautepec,11662
"20199",Oaxaca,San Juan Ihualtepec,494
"20126",Oaxaca,San Cristóbal Amatlán,5396
"20127",Oaxaca,San Cristóbal Amoltepec,1252
"20204",Oaxaca,San Juan Lajarcia,634
"20205",Oaxaca,San Juan Lalana,16989
"20128",Oaxaca,San Cristóbal Lachirioag,1342
"20129",Oaxaca,San Cristóbal Suchixtlahuaca,356
"20130",Oaxaca,San Dionisio del Mar,5180
"20132",Oaxaca,San Dionisio Ocotlán,1380
"20133",Oaxaca,San Esteban Atatlahuca,3934
"20134",Oaxaca,San Felipe Jalapa de Díaz,28500
"20135",Oaxaca,San Felipe Tejalápam,8231
"20136",Oaxaca,San Felipe Usila,12191
"20137",Oaxaca,San Francisco Cahuacuá,3450
"20138",Oaxaca,San Francisco Cajonos,451
"20139",Oaxaca,San Francisco Chapulapa,2195
"20142",Oaxaca,San Francisco Huehuetlán,842
"20143",Oaxaca,San Francisco Ixhuatán,9461
"20140",Oaxaca,San Francisco Chindúa,812
"20141",Oaxaca,San Francisco del Mar,8710
"20144",Oaxaca,San Francisco Jaltepetongo,1075
"20145",Oaxaca,San Francisco Lachigoló,5215
"20152",Oaxaca,San Francisco Tlapancingo,2472
"20153",Oaxaca,San Gabriel Mixtepec,4910
"20154",Oaxaca,San Ildefonso Amatlán,2329
"20155",Oaxaca,San Ildefonso Sola,1060
"20156",Oaxaca,San Ildefonso Villa Alta,3677
"20146",Oaxaca,San Francisco Logueche,2803
"20147",Oaxaca,San Francisco Nuxaño,376
"20148",Oaxaca,San Francisco Ozolotepec,2182
"20149",Oaxaca,San Francisco Sola,2019
"20150",Oaxaca,San Francisco Telixtlahuaca,13856
"20151",Oaxaca,San Francisco Teopan,312
"20157",Oaxaca,San Jacinto Amilpas,16827
"20160",Oaxaca,San Jerónimo Silacayoapilla,1429
"20161",Oaxaca,San Jerónimo Sosola,2730
"20158",Oaxaca,San Jacinto Tlacotepec,2233
"20159",Oaxaca,San Jerónimo Coatlán,5537
"20162",Oaxaca,San Jerónimo Taviche,2046
"20163",Oaxaca,San Jerónimo Tecóatl,1577
"20164",Oaxaca,San Jorge Nuchita,2881
"20172",Oaxaca,San Juan Achiutla,408
"20165",Oaxaca,San José Ayuquila,1629
"20166",Oaxaca,San José Chiltepec,11310
"20167",Oaxaca,San José del Peñasco,2149
"20168",Oaxaca,San José Estancia Grande,938
"20169",Oaxaca,San José Independencia,4251
"20170",Oaxaca,San José Lachiguiri,3700
"20171",Oaxaca,San José Tenango,18102
"20173",Oaxaca,San Juan Atepec,1457
"20174",Oaxaca,Ánimas Trujano,4564
"20175",Oaxaca,San Juan Bautista Atatlahuca,1424
"20187",Oaxaca,San Juan Coatzóspam,1808
"20176",Oaxaca,San Juan Bautista Coixtlahuaca,2725
"20177",Oaxaca,San Juan Bautista Cuicatlán,10365
"20188",Oaxaca,San Juan Colorado,9609
"20178",Oaxaca,San Juan Bautista Guelache,6692
"20179",Oaxaca,San Juan Bautista Jayacatlán,1447
"20180",Oaxaca,San Juan Bautista Lo de Soto,2344
"20191",Oaxaca,San Juan Chicomezúchil,296
"20181",Oaxaca,San Juan Bautista Suchitepec,453
"20196",Oaxaca,San Juan Evangelista Analco,407
"20182",Oaxaca,San Juan Bautista Tlacoatzintepec,2181
"20197",Oaxaca,San Juan Guelavía,3288
"20198",Oaxaca,San Juan Guichicovi,29802
"20183",Oaxaca,San Juan Bautista Tlachichilco,1475
"20184",Oaxaca,San Juan Bautista Tuxtepec,159452
"20185",Oaxaca,San Juan Cacahuatepec,8939
"20186",Oaxaca,San Juan Cieneguilla,524
"20189",Oaxaca,San Juan Comaltepec,3116
"20190",Oaxaca,San Juan Cotzocón,22444
"20192",Oaxaca,San Juan Chilateca,1522
"20193",Oaxaca,San Juan del Estado,2807
"20480",Oaxaca,Santiago Nundiche,1351
"20194",Oaxaca,San Juan del Río,1372
"20195",Oaxaca,San Juan Diuxi,1056
"20200",Oaxaca,San Juan Juquila Mixes,3703
"20481",Oaxaca,Santiago Nuyoó,1898
"20482",Oaxaca,Santiago Pinotepa Nacional,55840
"20201",Oaxaca,San Juan Juquila Vijanos,1880
"20202",Oaxaca,San Juan Lachao,4577
"20203",Oaxaca,San Juan Lachigalla,3538
"20206",Oaxaca,San Juan de los Cués,2421
"20207",Oaxaca,San Juan Mazatlán,19032
"20210",Oaxaca,San Juan Ñumí,5773
"20211",Oaxaca,San Juan Ozolotepec,3411
"20212",Oaxaca,San Juan Petlapa,3117
"20213",Oaxaca,San Juan Quiahije,4203
"20214",Oaxaca,San Juan Quiotepec,2033
"20208",Oaxaca,San Juan Mixtepec,6941
"20209",Oaxaca,San Juan Mixtepec,607
"20493",Oaxaca,Santiago Tillo,545
"20215",Oaxaca,San Juan Sayultepec,879
"20218",Oaxaca,San Juan Teita,544
"20284",Oaxaca,San Miguel Tilquiápam,3141
"20216",Oaxaca,San Juan Tabaá,1241
"20217",Oaxaca,San Juan Tamazola,3325
"20219",Oaxaca,San Juan Teitipac,2668
"20220",Oaxaca,San Juan Tepeuxila,2692
"20221",Oaxaca,San Juan Teposcolula,1494
"20222",Oaxaca,San Juan Yaeé,1426
"20223",Oaxaca,San Juan Yatzona,440
"20233",Oaxaca,San Lucas Quiaviní,1720
"20224",Oaxaca,San Juan Yucuita,643
"20238",Oaxaca,San Martín de los Cansecos,994
"20497",Oaxaca,Santiago Yaitepec,4233
"20498",Oaxaca,Santiago Yaveo,7593
"20225",Oaxaca,San Lorenzo,5903
"20248",Oaxaca,San Mateo del Mar,15571
"20226",Oaxaca,San Lorenzo Albarradas,2971
"20227",Oaxaca,San Lorenzo Cacaotepec,18339
"20228",Oaxaca,San Lorenzo Cuaunecuiltitla,833
"20229",Oaxaca,San Lorenzo Texmelúcan,9148
"20230",Oaxaca,San Lorenzo Victoria,932
"20231",Oaxaca,San Lucas Camotlán,3187
"20232",Oaxaca,San Lucas Ojitlán,22185
"20234",Oaxaca,San Lucas Zoquiápam,7163
"20235",Oaxaca,San Luis Amatlán,3829
"20236",Oaxaca,San Marcial Ozolotepec,1372
"20237",Oaxaca,San Marcos Arteaga,1568
"20239",Oaxaca,San Martín Huamelúlpam,1000
"20249",Oaxaca,San Mateo Yoloxochitlán,3831
"20240",Oaxaca,San Martín Itunyoso,2749
"20241",Oaxaca,San Martín Lachilá,1034
"20242",Oaxaca,San Martín Peras,12436
"20243",Oaxaca,San Martín Tilcajete,1975
"20244",Oaxaca,San Martín Toxpalan,3934
"20260",Oaxaca,San Miguel Aloápam,2191
"20261",Oaxaca,San Miguel Amatitlán,6932
"20262",Oaxaca,San Miguel Amatlán,991
"20245",Oaxaca,San Martín Zacatepec,1324
"20246",Oaxaca,San Mateo Cajonos,611
"20263",Oaxaca,San Miguel Coatlán,3184
"20247",Oaxaca,Capulálpam de Méndez,1619
"20264",Oaxaca,San Miguel Chicahua,2169
"20250",Oaxaca,San Mateo Etlatongo,1239
"20251",Oaxaca,San Mateo Nejápam,1217
"20265",Oaxaca,San Miguel Chimalapa,6711
"20266",Oaxaca,San Miguel del Puerto,8551
"20267",Oaxaca,San Miguel del Río,245
"20252",Oaxaca,San Mateo Peñasco,2384
"20253",Oaxaca,San Mateo Piñas,2021
"20254",Oaxaca,San Mateo Río Hondo,3207
"20255",Oaxaca,San Mateo Sindihui,1977
"20256",Oaxaca,San Mateo Tlapiltepec,229
"20276",Oaxaca,San Miguel Santa Flor,691
"20277",Oaxaca,Villa Sola de Vega,12350
"20257",Oaxaca,San Melchor Betaza,1052
"20278",Oaxaca,San Miguel Soyaltepec,38682
"20279",Oaxaca,San Miguel Suchixtepec,2932
"20258",Oaxaca,San Miguel Achiutla,698
"20259",Oaxaca,San Miguel Ahuehuetitlán,2142
"20268",Oaxaca,San Miguel Ejutla,1149
"20281",Oaxaca,San Miguel Tecomatlán,305
"20269",Oaxaca,San Miguel el Grande,4313
"20270",Oaxaca,San Miguel Huautla,1311
"20271",Oaxaca,San Miguel Mixtepec,3194
"20272",Oaxaca,San Miguel Panixtlahuaca,6252
"20273",Oaxaca,San Miguel Peras,3818
"20274",Oaxaca,San Miguel Piedras,1328
"20275",Oaxaca,San Miguel Quetzaltepec,7286
"20280",Oaxaca,Villa Talea de Castro,2011
"20282",Oaxaca,San Miguel Tenango,653
"20283",Oaxaca,San Miguel Tequixtepec,1044
"20285",Oaxaca,San Miguel Tlacamama,3668
"20502",Oaxaca,Santiago Zacatepec,5089
"20286",Oaxaca,San Miguel Tlacotepec,3100
"20287",Oaxaca,San Miguel Tulancingo,307
"20288",Oaxaca,San Miguel Yotao,585
"20503",Oaxaca,Santiago Zoochila,425
"20289",Oaxaca,San Nicolás,1214
"20290",Oaxaca,San Nicolás Hidalgo,1043
"20291",Oaxaca,San Pablo Coatlán,4308
"20292",Oaxaca,San Pablo Cuatro Venados,1510
"20293",Oaxaca,San Pablo Etla,17116
"20294",Oaxaca,San Pablo Huitzo,7035
"20295",Oaxaca,San Pablo Huixtepec,10020
"20299",Oaxaca,San Pablo Yaganiza,1125
"20296",Oaxaca,San Pablo Macuiltianguis,955
"20297",Oaxaca,San Pablo Tijaltepec,2751
"20298",Oaxaca,San Pablo Villa de Mitla,13587
"20304",Oaxaca,San Pedro Coxcaltepec Cántaros,716
"20300",Oaxaca,San Pedro Amuzgos,6632
"20311",Oaxaca,San Pedro Jaltepetongo,483
"20301",Oaxaca,San Pedro Apóstol,1594
"20323",Oaxaca,San Pedro Ocotepec,2404
"20324",Oaxaca,San Pedro Pochutla,48204
"20302",Oaxaca,San Pedro Atoyac,4559
"20303",Oaxaca,San Pedro Cajonos,1081
"20305",Oaxaca,San Pedro Comitancillo,4333
"20306",Oaxaca,San Pedro el Alto,4654
"20331",Oaxaca,San Pedro Tidaá,982
"20332",Oaxaca,San Pedro Topiltepec,373
"20307",Oaxaca,San Pedro Huamelula,9735
"20308",Oaxaca,San Pedro Huilotepec,3307
"20309",Oaxaca,San Pedro Ixcatlán,10368
"20310",Oaxaca,San Pedro Ixtlahuaca,14552
"20312",Oaxaca,San Pedro Jicayán,11279
"20313",Oaxaca,San Pedro Jocotipac,730
"20314",Oaxaca,San Pedro Juchatengo,1755
"20333",Oaxaca,San Pedro Totolápam,3294
"20334",Oaxaca,Villa de Tututepec,50541
"20315",Oaxaca,San Pedro Mártir,1899
"20316",Oaxaca,San Pedro Mártir Quiechapa,738
"20317",Oaxaca,San Pedro Mártir Yucuxaco,1257
"20318",Oaxaca,San Pedro Mixtepec,49780
"20408",Oaxaca,Santa María del Rosario,499
"20319",Oaxaca,San Pedro Mixtepec,972
"20320",Oaxaca,San Pedro Molinos,706
"20321",Oaxaca,San Pedro Nopala,751
"20322",Oaxaca,San Pedro Ocopetatillo,786
"20418",Oaxaca,Santa María Jalapa del Marqués,11735
"20325",Oaxaca,San Pedro Quiatoni,11930
"20360",Oaxaca,Santa Ana Zegache,3981
"20326",Oaxaca,San Pedro Sochiápam,5052
"20327",Oaxaca,San Pedro Tapanatepec,15479
"20328",Oaxaca,San Pedro Taviche,1441
"20329",Oaxaca,San Pedro Teozacoalco,1153
"20330",Oaxaca,San Pedro Teutila,4296
"20335",Oaxaca,San Pedro Yaneri,867
"20419",Oaxaca,Santa María Jaltianguis,592
"20336",Oaxaca,San Pedro Yólox,1697
"20337",Oaxaca,San Pedro y San Pablo Ayutla,5616
"20338",Oaxaca,Villa de Etla,10361
"20339",Oaxaca,San Pedro y San Pablo Teposcolula,4353
"20340",Oaxaca,San Pedro y San Pablo Tequixtepec,1747
"20341",Oaxaca,San Pedro Yucunama,241
"20342",Oaxaca,San Raymundo Jalpan,4105
"20343",Oaxaca,San Sebastián Abasolo,1999
"20344",Oaxaca,San Sebastián Coatlán,2809
"20346",Oaxaca,San Sebastián Nicananduta,1542
"20345",Oaxaca,San Sebastián Ixcapa,4188
"20356",Oaxaca,Santa Ana del Valle,2179
"20357",Oaxaca,Santa Ana Tavela,848
"20347",Oaxaca,San Sebastián Río Hondo,4202
"20348",Oaxaca,San Sebastián Tecomaxtlahuaca,8192
"20349",Oaxaca,San Sebastián Teitipac,2189
"20359",Oaxaca,Santa Ana Yareni,637
"20367",Oaxaca,Santa Catarina Mechoacán,4582
"20350",Oaxaca,San Sebastián Tutla,16878
"20351",Oaxaca,San Simón Almolongas,2802
"20368",Oaxaca,Santa Catarina Minas,2067
"20352",Oaxaca,San Simón Zahuatlán,4940
"20353",Oaxaca,Santa Ana,2406
"20354",Oaxaca,Santa Ana Ateixtlahuaca,477
"20355",Oaxaca,Santa Ana Cuauhtémoc,681
"20358",Oaxaca,Santa Ana Tlapacoyan,1958
"20361",Oaxaca,Santa Catalina Quierí,825
"20362",Oaxaca,Santa Catarina Cuixtla,1495
"20363",Oaxaca,Santa Catarina Ixtepeji,2675
"20364",Oaxaca,Santa Catarina Juquila,18654
"20365",Oaxaca,Santa Catarina Lachatao,1059
"20366",Oaxaca,Santa Catarina Loxicha,3676
"20369",Oaxaca,Santa Catarina Quiané,2193
"20373",Oaxaca,Santa Catarina Zapoquila,403
"20370",Oaxaca,Santa Catarina Tayata,662
"20371",Oaxaca,Santa Catarina Ticuá,986
"20372",Oaxaca,Santa Catarina Yosonotú,1316
"20374",Oaxaca,Santa Cruz Acatepec,1645
"20379",Oaxaca,Santa Cruz Nundaco,2951
"20375",Oaxaca,Santa Cruz Amilpas,13200
"20376",Oaxaca,Santa Cruz de Bravo,365
"20377",Oaxaca,Santa Cruz Itundujia,10860
"20378",Oaxaca,Santa Cruz Mixtepec,3720
"20381",Oaxaca,Santa Cruz Tacache de Mina,2940
"20382",Oaxaca,Santa Cruz Tacahua,1182
"20383",Oaxaca,Santa Cruz Tayata,595
"20420",Oaxaca,Santa María Lachixío,1679
"20384",Oaxaca,Santa Cruz Xitla,4794
"20385",Oaxaca,Santa Cruz Xoxocotlán,100402
"20386",Oaxaca,Santa Cruz Zenzontepec,19079
"20387",Oaxaca,Santa Gertrudis,2891
"20421",Oaxaca,Santa María Mixtequilla,4690
"20388",Oaxaca,Santa Inés del Monte,2809
"20389",Oaxaca,Santa Inés Yatzeche,908
"20422",Oaxaca,Santa María Nativitas,603
"20423",Oaxaca,Santa María Nduayaco,453
"20424",Oaxaca,Santa María Ozolotepec,3793
"20390",Oaxaca,Santa Lucía del Camino,50362
"20391",Oaxaca,Santa Lucía Miahuatlán,3375
"20430",Oaxaca,Santa María Tataltepec,317
"20392",Oaxaca,Santa Lucía Monteverde,6726
"20393",Oaxaca,Santa Lucía Ocotlán,4173
"20394",Oaxaca,Santa María Alotepec,2796
"20395",Oaxaca,Santa María Apazco,1629
"20396",Oaxaca,Santa María la Asunción,3259
"20397",Oaxaca,Heroica Ciudad de Tlaxiaco,40123
"20398",Oaxaca,Ayoquezco de Aldama,4874
"20399",Oaxaca,Santa María Atzompa,41921
"20400",Oaxaca,Santa María Camotlán,1713
"20401",Oaxaca,Santa María Colotepec,27046
"20402",Oaxaca,Santa María Cortijo,1067
"20432",Oaxaca,Santa María Temaxcalapa,903
"20403",Oaxaca,Santa María Coyotepec,3751
"20404",Oaxaca,Santa María Chachoápam,761
"20435",Oaxaca,Santa María Tepantlali,3576
"20436",Oaxaca,Santa María Texcatitlán,896
"20437",Oaxaca,Santa María Tlahuitoltepec,9653
"20405",Oaxaca,Villa de Chilapa de Díaz,1815
"20406",Oaxaca,Santa María Chilchotla,21469
"20407",Oaxaca,Santa María Chimalapa,9578
"20409",Oaxaca,Santa María del Tule,8939
"20410",Oaxaca,Santa María Ecatepec,3418
"20411",Oaxaca,Santa María Guelacé,908
"20412",Oaxaca,Santa María Guienagati,3178
"20413",Oaxaca,Santa María Huatulco,50862
"20414",Oaxaca,Santa María Huazolotitlán,11995
"20415",Oaxaca,Santa María Ipalapa,4878
"20416",Oaxaca,Santa María Ixcatlán,461
"20417",Oaxaca,Santa María Jacatepec,9682
"20425",Oaxaca,Santa María Pápalo,2058
"20426",Oaxaca,Santa María Peñoles,8967
"20427",Oaxaca,Santa María Petapa,16706
"20428",Oaxaca,Santa María Quiegolani,2224
"20429",Oaxaca,Santa María Sola,1516
"20431",Oaxaca,Santa María Tecomavaca,1830
"20433",Oaxaca,Santa María Temaxcaltepec,2694
"20442",Oaxaca,Santa María Yalina,250
"20434",Oaxaca,Santa María Teopoxco,3985
"20438",Oaxaca,Santa María Tlalixtac,1839
"20439",Oaxaca,Santa María Tonameca,25347
"20440",Oaxaca,Santa María Totolapilla,812
"20441",Oaxaca,Santa María Xadani,9234
"20451",Oaxaca,Santiago Apoala,1019
"20443",Oaxaca,Santa María Yavesía,434
"20456",Oaxaca,Santiago Cacaloxtepec,1667
"20457",Oaxaca,Santiago Camotlán,3346
"20444",Oaxaca,Santa María Yolotepec,481
"20445",Oaxaca,Santa María Yosoyúa,1699
"20446",Oaxaca,Santa María Yucuhiti,6008
"20447",Oaxaca,Santa María Zacatepec,17100
"20448",Oaxaca,Santa María Zaniza,2469
"20449",Oaxaca,Santa María Zoquitlán,3294
"20450",Oaxaca,Santiago Amoltepec,13855
"20452",Oaxaca,Santiago Apóstol,4421
"20462",Oaxaca,Santiago Huajolotitlán,4600
"20453",Oaxaca,Santiago Astata,3918
"20471",Oaxaca,Santiago Lalopa,431
"20454",Oaxaca,Santiago Atitlán,3556
"20455",Oaxaca,Santiago Ayuquililla,2904
"20458",Oaxaca,Santiago Comaltepec,1157
"20459",Oaxaca,Villa de Santiago Chazumba,4877
"20460",Oaxaca,Santiago Choápam,5242
"20461",Oaxaca,Santiago del Río,527
"20463",Oaxaca,Santiago Huauclilla,525
"20464",Oaxaca,Santiago Ihuitlán Plumas,341
"20465",Oaxaca,Santiago Ixcuintepec,1636
"20466",Oaxaca,Santiago Ixtayutla,13880
"20467",Oaxaca,Santiago Jamiltepec,19112
"20468",Oaxaca,Santiago Jocotepec,14198
"20469",Oaxaca,Santiago Juxtlahuaca,34735
"20470",Oaxaca,Santiago Lachiguiri,4394
"20472",Oaxaca,Santiago Laollaga,3361
"20473",Oaxaca,Santiago Laxopa,1291
"20474",Oaxaca,Santiago Llano Grande,3440
"20510",Oaxaca,Santo Domingo Ixcatlán,760
"20511",Oaxaca,Santo Domingo Nuxaá,3335
"20475",Oaxaca,Santiago Matatlán,10175
"20478",Oaxaca,Santiago Nacaltepec,1599
"20476",Oaxaca,Santiago Miltepec,421
"20477",Oaxaca,Santiago Minas,1327
"20479",Oaxaca,Santiago Nejapilla,174
"20483",Oaxaca,Santiago Suchilquitongo,10886
"20484",Oaxaca,Santiago Tamazola,4458
"20485",Oaxaca,Santiago Tapextla,3134
"20486",Oaxaca,Villa Tejúpam de la Unión,2419
"20487",Oaxaca,Santiago Tenango,1966
"20488",Oaxaca,Santiago Tepetlapa,130
"20514",Oaxaca,Santo Domingo Roayaga,941
"20515",Oaxaca,Santo Domingo Tehuantepec,67739
"20516",Oaxaca,Santo Domingo Teojomulco,5260
"20517",Oaxaca,Santo Domingo Tepuxtepec,6029
"20489",Oaxaca,Santiago Tetepec,4909
"20490",Oaxaca,Santiago Texcalcingo,2974
"20491",Oaxaca,Santiago Textitlán,4930
"20492",Oaxaca,Santiago Tilantongo,2764
"20494",Oaxaca,Santiago Tlazoyaltepec,6300
"20495",Oaxaca,Santiago Xanica,3029
"20496",Oaxaca,Santiago Xiacuí,1893
"20499",Oaxaca,Santiago Yolomécatl,1922
"20500",Oaxaca,Santiago Yosondúa,7991
"20504",Oaxaca,Nuevo Zoquiápam,1590
"20501",Oaxaca,Santiago Yucuyachi,998
"20505",Oaxaca,Santo Domingo Ingenio,7681
"20506",Oaxaca,Santo Domingo Albarradas,798
"20507",Oaxaca,Santo Domingo Armenta,3155
"20512",Oaxaca,Santo Domingo Ozolotepec,1101
"20513",Oaxaca,Santo Domingo Petapa,9027
"20518",Oaxaca,Santo Domingo Tlatayápam,113
"20519",Oaxaca,Santo Domingo Tomaltepec,3386
"20520",Oaxaca,Santo Domingo Tonalá,7393
"20522",Oaxaca,Santo Domingo Xagacía,1205
"20523",Oaxaca,Santo Domingo Yanhuitlán,1633
"20524",Oaxaca,Santo Domingo Yodohino,327
"20525",Oaxaca,Santo Domingo Zanatepec,12483
"20526",Oaxaca,Santos Reyes Nopala,16688
"20535",Oaxaca,San Vicente Lachixío,3227
"20527",Oaxaca,Santos Reyes Pápalo,2490
"20528",Oaxaca,Santos Reyes Tepejillo,904
"20529",Oaxaca,Santos Reyes Yucuná,1474
"20536",Oaxaca,San Vicente Nuñú,449
"20537",Oaxaca,Silacayoápam,6710
"20530",Oaxaca,Santo Tomás Jalieza,3923
"20531",Oaxaca,Santo Tomás Mazaltepec,2612
"20532",Oaxaca,Santo Tomás Ocotepec,4066
"20533",Oaxaca,Santo Tomás Tamazulapan,2726
"20534",Oaxaca,San Vicente Coatlán,3512
"20541",Oaxaca,Tanetze de Zaragoza,1558
"20538",Oaxaca,Sitio de Xitlapehua,713
"20544",Oaxaca,Teococuilco de Marcos Pérez,1032
"20539",Oaxaca,Soledad Etla,6348
"20540",Oaxaca,Villa de Tamazulápam del Progreso,8326
"20542",Oaxaca,Taniche,887
"20543",Oaxaca,Tataltepec de Valdés,6386
"20545",Oaxaca,Teotitlán de Flores Magón,10099
"20546",Oaxaca,Teotitlán del Valle,6392
"20547",Oaxaca,Teotongo,1005
"20548",Oaxaca,Tepelmeme Villa de Morelos,1960
"20549",Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",11465
"20550",Oaxaca,San Jerónimo Tlacochahuaya,5764
"20569",Oaxaca,Santa Inés de Zaragoza,1454
"20570",Oaxaca,Zimatlán de Álvarez,22093
"20551",Oaxaca,Tlacolula de Matamoros,30254
"20552",Oaxaca,Tlacotepec Plumas,410
"20553",Oaxaca,Tlalixtac de Cabrera,12067
"20554",Oaxaca,Totontepec Villa de Morelos,5904
"20555",Oaxaca,Trinidad Zaachila,3419
"20556",Oaxaca,La Trinidad Vista Hermosa,306
"20558",Oaxaca,Valerio Trujano,1376
"20559",Oaxaca,San Juan Bautista Valle Nacional,23067
"20560",Oaxaca,Villa Díaz Ordaz,6467
"20557",Oaxaca,Unión Hidalgo,14542
"20563",Oaxaca,Yogana,1245
"20564",Oaxaca,Yutanduchi de Guerrero,1195
"20565",Oaxaca,Villa de Zaachila,46464
"20566",Oaxaca,San Mateo Yucutindoo,3144
"20567",Oaxaca,Zapotitlán Lagunas,3382
"21001",Puebla,Acajete,72894
"21002",Puebla,Acateno,9170
"21003",Puebla,Acatlán,37955
"21004",Puebla,Acatzingo,63743
"21005",Puebla,Acteopan,3070
"21006",Puebla,Ahuacatlán,14542
"21007",Puebla,Ahuatlán,3162
"21008",Puebla,Ahuazotepec,11439
"21009",Puebla,Ahuehuetitla,2207
"21010",Puebla,Ajalpan,74768
"21011",Puebla,Albino Zertuche,1885
"21012",Puebla,Aljojuca,6591
"21013",Puebla,Altepexi,22629
"21014",Puebla,Amixtlán,4812
"21015",Puebla,Amozoc,125876
"21016",Puebla,Aquixtla,9021
"21017",Puebla,Atempan,29742
"21018",Puebla,Atexcal,3859
"21019",Puebla,Atlixco,141793
"21020",Puebla,Atoyatempan,7704
"21021",Puebla,Atzala,1512
"21022",Puebla,Atzitzihuacán,12857
"21023",Puebla,Atzitzintla,9051
"21024",Puebla,Axutla,976
"21025",Puebla,Ayotoxco de Guerrero,8208
"21026",Puebla,Calpan,15271
"21027",Puebla,Caltepec,4128
"21053",Puebla,Chignahuapan,66464
"21028",Puebla,Camocuautla,2758
"21029",Puebla,Caxhuacan,3811
"21054",Puebla,Chignautla,35223
"21055",Puebla,Chila,5082
"21056",Puebla,Chila de la Sal,1317
"21057",Puebla,Honey,6687
"21058",Puebla,Chilchotla,21002
"21059",Puebla,Chinantla,2846
"21030",Puebla,Coatepec,772
"21031",Puebla,Coatzingo,2820
"21032",Puebla,Cohetzala,1382
"21033",Puebla,Cohuecan,5403
"21060",Puebla,Domingo Arenas,7982
"21061",Puebla,Eloxochitlán,14461
"21034",Puebla,Coronango,46836
"21035",Puebla,Coxcatlán,20653
"21036",Puebla,Coyomeapan,14806
"21037",Puebla,Coyotepec,2334
"21062",Puebla,Epatlán,4943
"21063",Puebla,Esperanza,14766
"21038",Puebla,Cuapiaxtla de Madero,10542
"21039",Puebla,Cuautempan,9837
"21040",Puebla,Cuautinchán,12340
"21041",Puebla,Cuautlancingo,137435
"21042",Puebla,Cuayuca de Andrade,3315
"21043",Puebla,Cuetzalan del Progreso,49864
"21044",Puebla,Cuyoaco,17139
"21045",Puebla,Chalchicomula de Sesma,47410
"21046",Puebla,Chapulco,8193
"21047",Puebla,Chiautla,21699
"21048",Puebla,Chiautzingo,22039
"21049",Puebla,Chiconcuautla,17382
"21050",Puebla,Chichiquila,26928
"21051",Puebla,Chietla,37030
"21052",Puebla,Chigmecatitlán,1215
"21064",Puebla,Francisco Z. Mena,17824
"21065",Puebla,General Felipe Ángeles,22694
"21066",Puebla,Guadalupe,6451
"21067",Puebla,Guadalupe Victoria,18784
"21068",Puebla,Hermenegildo Galeana,7011
"21069",Puebla,Huaquechula,29233
"21070",Puebla,Huatlatlauca,6111
"21071",Puebla,Huauchinango,103946
"21072",Puebla,Huehuetla,17082
"21073",Puebla,Huehuetlán el Chico,9760
"21074",Puebla,Huejotzingo,90794
"21075",Puebla,Hueyapan,13080
"21076",Puebla,Hueytamalco,27600
"21077",Puebla,Hueytlalpan,5951
"21078",Puebla,Huitzilan de Serdán,15928
"21079",Puebla,Huitziltepec,5782
"21097",Puebla,Mixtla,2668
"21098",Puebla,Molcaxac,6668
"21099",Puebla,Cañada Morelos,20659
"21100",Puebla,Naupan,9310
"21101",Puebla,Nauzontla,3317
"21102",Puebla,Nealtican,14075
"21103",Puebla,Nicolás Bravo,6644
"21104",Puebla,Nopalucan,32772
"21105",Puebla,Ocotepec,5077
"21106",Puebla,Ocoyucan,42669
"21107",Puebla,Olintla,11993
"21108",Puebla,Oriental,19903
"21109",Puebla,Pahuatlán,20274
"21110",Puebla,Palmar de Bravo,50226
"21111",Puebla,Pantepec,18528
"21112",Puebla,Petlalcingo,9350
"21113",Puebla,Piaxtla,4627
"21114",Puebla,Puebla,1692181
"21115",Puebla,Quecholac,57992
"21116",Puebla,Quimixtlán,22855
"21080",Puebla,Atlequizayan,2633
"21081",Puebla,Ixcamilpa de Guerrero,4065
"21082",Puebla,Ixcaquixtla,8804
"21083",Puebla,Ixtacamaxtitlán,25319
"21084",Puebla,Ixtepec,6950
"21085",Puebla,Izúcar de Matamoros,82809
"21086",Puebla,Jalpan,12050
"21087",Puebla,Jolalpan,13308
"21088",Puebla,Jonotla,4457
"21089",Puebla,Jopala,12131
"21140",Puebla,San Pedro Cholula,138433
"21141",Puebla,San Pedro Yeloixtlahuaca,3488
"21090",Puebla,Juan C. Bonilla,23783
"21142",Puebla,San Salvador el Seco,30639
"21143",Puebla,San Salvador el Verde,34880
"21091",Puebla,Juan Galindo,9828
"21092",Puebla,Juan N. Méndez,5293
"21093",Puebla,Lafragua,7650
"21094",Puebla,Libres,37257
"21198",Puebla,Xicotlán,1312
"21199",Puebla,Xiutetelco,42943
"21095",Puebla,La Magdalena Tlatlauquitepec,650
"21096",Puebla,Mazapiltepec de Juárez,3176
"21200",Puebla,Xochiapulco,3443
"21201",Puebla,Xochiltepec,3375
"21202",Puebla,Xochitlán de Vicente Suárez,13025
